,sample_id,num_shot,prompt,response,reflection_gpt,edited_reflections,clinician_score,edit_scores
239,120,2,Please describe a time where you were with other smokers and you didn't smoked, When I was trying to cut down on the amount I smoked I reffused to smoke just because they were.,"You don't like people who offer you cigarettes, so you refuse them. ","You don't like people who offer you cigarettes, so you refuse them. ",0.2,0.2
240,121,2,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was determined and more motivated to succed.,"You are still determined, but less so than before. ","You are still determined, but less so than before. ",0.6,0.6
241,122,2,Please express a time where you experienced social stigma but still ended up smoking, When I was the only smoker amongst a group of friends on a night out. I smoked before we went into the theatre and they stood with me.,You avoided being stigmatized by others. ,You avoided being stigmatized by others. ,0,0
242,123,2,Please express a time where you experienced social stigma and didn't smoke, Standing outside a church after a wedding. I couldn't see any other smokers and felt too embarrassed to smoke because of this.,"Your friends don't want you to be seen as an ""outcast"" for being a smoker. ", you didn't want to separate yourself by smoking,0,0.4
243,124,2,Please describe a time where you experienced stress and ended up smoking, When I couldn't  find the tv remote anywhere. It stressed me out so I smoked instead.,"Stress is an emotion that can be caused by many things, including smoking. ","Stress is an emotion that can be caused by many things, including smoking. ",0,0
244,125,2,Please describe a time where you experienced stress and didn’t end up smoking," After over spending in the supermarket, I didn't smoke because I thought It would be counter productive",Stress relieving cigarettes were helpful for you.,Stress relieving cigarettes were helpful for you.,0,0
245,126,2,"I appreciate you confirming my understanding I understand, you like the flavour of cigarettes I would like to know more about your reasoning, is it possible to use more words in your sentences Are there other things that are good about smoking? If so, please tell me", It helps me feel less stressed.,Is this something you enjoy doing?,Is this something you enjoy doing?,0,0
246,4,3,"Okay, so you associate Smell as something negative about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", My stepdad hates the smell of cigarettes so I do my best to try to avoid smelling like smoke even though I am a smoker. Mainly out of respect and understanding that it's not the best smell in the world.,Smoking helps you deal with stress. ,Smoking helps you deal with stress. ,0,0
247,5,3,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, When I was going to my doctor. I refrained from smoking on the way so she wouldn't smell it and be reminded to lecture me about smoking.,You don't want others to notice your cigarette odor. ,You don't want others to notice your cigarette odor. ,0.2,0.2
248,6,3,What is good about smoking?, its more the habit of holding the cigarette and reading outside when i do,Smoking makes you feel better. ,Smoking makes you feel better. ,0.2,0.2
249,7,3,"Sorry, I don't understand what you mean by ""its more the habit of holding the cigarette and reading outside when i do "". Can you write it in a different way Don't worry, I'll give you options if I can't get what you're saying", the rush of the tobacco is relaxing,The nicotine is addictive and causes cravings for more. ,The nicotine is addictive and causes cravings for more. ,0,0
250,8,3,"Thank you for confirming my understanding I see, you think that cigarettes are expensive I would like to know more about your reasoning, is it possible to use more words in your sentences What else do you find negative about smoking?", the sheer price now is becoming very hard to pay,It's not just the cost of buying them but also the fact that they take up space in your house. ,It's not just the cost of buying them but also the fact that they take up space in your mind. ,0.6,0.6
251,9,3,"Let me see if I understand, you want to be a good role model for the people close to you Do you have more negative things about smoking? Tell me if you can think of any", Aging or appearance change is always a fear,Ageing is not an issue for most smokers. ,Ageing is not an issue for most smokers. ,0,0
252,10,3,"Okay, so you associate Health as something negative about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking", I recently had a cervical cancer scare,Smoking has caused many problems for you. ,Smoking has caused many problems for you. ,0,0
253,11,3,Please describe a time where you contemplated the consequences of smoking on your health and then did not smoke that time, i have been trying to kick the habit with vape but so far havent succeeded,Smoking has become an issue for you. ,Smoking has become an issue for you. ,0.2,0.2
254,12,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i havent been able to completely stop so far i didnt like the feel of the vape in my mouth and it didnt feel the same in my hand,Your attempts at quitting failed because you didn't find an alternative to smoking. ,you've tried a few things and haven't found the best one yet,0,0.8
255,13,3,"From what I gather, it seems that you think Having something in my Hand is something good about smoking Please describe a time where you smoked because you enjoy the feeling of holding a cigarette", I get so much in the habit that i do find my hands getting very twitchy and it starts me feeling like i need another,Your hands are becoming more twitchy than usual. ,Your hands are becoming more twitchy than usual. ,0.2,0.2
256,14,3,Please describe a time where you wanted to enjoy holding a cigarette and didn't end up smoking, i was late for a appointment and couldnt have one before and i got very agitated and twitchy it wasnt a nice sensation,It's hard to quit smoking if you don't want to. ,It's hard to quit smoking if you don't want to. ,0,0
257,15,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Like i said above its like hot sweats and feeling very agitated and unable to focus,It's hard to imagine how stressful this must be. ,It's hard to imagine how stressful this must be. ,0,0
258,16,3,"Let me see if I recall correctly, so you think of Nicotine dependence as something bad about smoking Please describe a time where you had a compelling feeling to smoke and actually smoked", when i was under a lot of stress after a relations death,"When you are stressed out or anxious, nicotine can help calm your nerves. ","When you are stressed out or anxious, nicotine helps calm your nerves. ",0,0.2
259,17,3,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, when i have been late and havent had the time but its never good if i do this as it makes me feel really bad,This is an example of how nicotine can help you cope with stressful situations. ,This is an example of how nicotine can help you cope with stressful situations. ,0,0
260,18,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i wasnt able to concentrate and was very ratty,You were stressed out because you couldn't get your nicotine fix. ,You were stressed out because you couldn't get your nicotine fix. ,0.8,0.8
261,19,3,"From what I gather, it seems that you think Cost is something bad about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette", everytime if i am honest i am ashamed i havent been able to stop when i take in the cost,It's hard for people who are addicted to cigarettes to quit because they don't want to be seen as weak or stupid. ,It's hard for people who are addicted to cigarettes to quit because they don't want to be seen as weak or stupid. ,0,0
262,20,3,Please describe a time where you thought about the cost of smoking and it prevented you from smoking a cigarette, all the time i dont have a lot of extra money so really have to budget some weeks i have to cut down to get by and its very hard,It's difficult for you to make ends meet without working. ,smoking makes it even more difficult to make ends meet,0,0.8
263,21,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i felt more in control of external stuff but had a few stressful events that pushed me back down,It's difficult to avoid stress. ,It's difficult to avoid stress. ,0,0
264,22,3,"Let me see if I recall correctly, so you think of Focus as something good about smoking Please describe a time where you wanted to focus on a task and ended up smoking", occasionally i will try and concentrate and it agitates me and makes me want to put a cigarette in my hand,Your desire to be focused was helpful in preventing you from smoking. ,Your desire to be focused was helpful in preventing you from smoking. ,0.2,0.2
265,23,3,Please describe a time where you wanted to focus on a task and didn't end up smoking, Sometimes i can power through the feeling but sometimes it can really stress me out,You may be trying too hard to stay focused. ,You may be trying too hard to stay focused. ,0,0
266,24,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I felt more of a pressure to complete things in one sit in and made myself push through the craving,It's important to be aware of your thoughts and feelings. ,It's important to be aware of your thoughts and feelings. ,0,0
267,25,3,"Ok, so you associate Stress as something positive about smoking Please describe a time where you experienced stress and ended up smoking", It helps me centre my thoughts and helps me think things more clearly,"When stressed, your mind is less likely to be focused on what's going on around you. ","When stressed, your mind is less likely to be focused on what's going on around you. ",0,0
268,26,3,Please describe a time where you experienced stress and didn't end up smoking, when i couldnt smoke like when i was in public i do sometimes get anxious in large crowds but of course it wouldnt be right to smoke in public,When you are stressed you tend to over-think your situation. , you got through that situation without smoking even though it was uncomfortable,0,0.8
269,27,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had no release from the tension so ended up buying chewing gum,Chewing gum is relaxing. ,chewing gum was a good alternative ,0.2,0.8
270,28,3,"Okay, so you associate Stigma or shame as something negative about smoking Please express a time where you experienced social stigma but still ended up smoking"," I think its a general for any smoker smoking outside now, i dont think it is looked at as good and you do get looks for smoking even in smoking areas",You are not allowed to smoke inside. ,You are not allowed to smoke inside. ,0.2,0.2
271,29,3,Please express a time where you experienced social stigma and didn't smoke, when we went out with friends that didnt smoke and they hate the smell for them we held off till later,You felt people judged you because of your smoking. ,You felt people judged you because of your smoking. ,0,0
272,30,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, i tried to keep myself distracted by doing things other than routine,You felt more comfortable being around people who smoked. ,You felt more comfortable being around people who smoked. ,0,0
273,31,3,"Let me see if I recall correctly, so you think of Physical appearance as something bad about smoking Please describe a time where you thought about the effect of smoking on your appearance but ended up smoking", i worry about my skin aging faster due to smoking,Your concern over your physical appearance was probably caused by your fear of getting cancer. ,Your concern over your physical appearance was probably caused by your fear of getting cancer. ,0,0
274,32,3,Please describe a time where you thought about the effect of smoking on your appearance and didn't end up smoking, i didnt stop if i'm honest i just hydrated my skin more and used more exfoliating products,Your skin was looking better before you started using these products. ,Your skin was looking better before you started using these products. ,0,0
275,33,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, nothing really comes to mind sorry,Nothing came to mind that would make this situation any better or worse. ,Nothing came to mind that would make this situation any better or worse. ,0.4,0.4
276,34,3,"Let me see if I recall correctly, so you think of Poor role model as something bad about smoking Please describe a situation where you thought about wanting to be a good role model but ended up smoking", i am a mother i never smoke in front of my daughter i go outside and never smoke in front of her,Your desire to be a role model was strong enough that you wanted to do things differently than others. ,you're determined never to smoke infront of your daughter,0.2,0.8
277,35,3,Please describe a situation where you thought about being a good role model and that cause you not to smoke, i have really tried to stop i have focused on telling my daughter where i am wrong and why she should stay well away from smoking,You've been trying hard to quit for years. ,you're showing her that you're determined to change,0.2,0.2
278,36,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, just distaction really and not staying too still,You are trying hard to keep your children safe. ,You are trying hard to keep your children safe. ,0,0
279,37,3,"Ok, so you associate Routine as something positive about smoking Please describe a time where you smoked routinely without thinking about it", i read a awful lot and have got into the habbit of reading my book outside with a cup of tea.  This i think is the worst thing as i associate it as the habit of doing all together,Smoking is associated with routine. ,Smoking is associated with routine. ,0,0
280,38,3,Please describe a time where you missed your routinely smoke, just when i have been late or rushed,Your schedule was disrupted by missing your regularly scheduled cigarette. ,a small change in your routine can shift your smoking,0.2,0.6
281,39,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, wasnt really able to without completely changing my routine,You can't change what you don't do. ,You can't change what you don't do. ,0,0
282,40,3,"From what I gather, it seems that you think Smell is something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", i dont like that it does linger on clothes and breath and it can be easily detected by no smokers,It's easy to detect the scent of tobacco in clothing. ,It's easy to detect the scent of tobacco in clothing. ,0,0
283,41,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?," The feeling that i was doing completely wrong, at work or in a social setting",You are doing everything right. ,You are doing everything right. ,0,0
284,42,3,Great! Okay. Let's now chat about the bad things about smoking What is it about smoking that makes it bad?," The smell, The health risks, The price. The feeling of smoking makes you outcast in some places.",Smoking causes many problems for those who are affected by it. ,Smoking causes many problems for those who are affected by it. ,0,0
285,43,3,"Let me see if I recall correctly, so you think of Cost as something bad about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette", When I smoked more then usual and ran out of cigarettes. I thought about buying more and thought about the cost,You didn't want to quit because you felt guilty for not being able to afford to stop. ,You didn't want to quit because you felt guilty for not being able to afford to stop. ,0,0
286,44,3,Please describe a time where you thought about the cost of smoking and it prevented you from smoking a cigarette, No money. Day before payday It was either lunch or ciarettesr,Lunch or cigarettesr?,Lunch or cigarettesr?,0,0
287,45,3,"From what I gather, it seems that you think Health is something bad about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking", When a friend was diagnosed with COPD. Thought about my own health,You were worried about yourself. ,You were worried about yourself. ,1,1
288,46,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was not able to breathe right,You could have gone outside without breathing in smoke. ,You could have gone outside without breathing in smoke. ,0,0
289,47,3,"From what I gather, it seems that you think Smell is something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", In a crowded elevator. Just finished smoking a cigarette,You smoked because you didn't want people smelling your cigarette. ,You smoked because you didn't want people smelling your cigarette. ,0,0
290,48,3,"Let me see if I recall correctly, so you think of Stigma or shame as something bad about smoking Please express a time where you experienced social stigma but still ended up smoking", Out with friends. The only smoker. Had to go outside in the cold to smoke,You felt uncomfortable being around smokers. ,You felt uncomfortable being around smokers. ,0,0
291,49,3,What is it about smoking that makes it good?, It makes me feel less anxious and relaxed sometimes,Smoking helps you relax. ,Smoking helps you relax. ,1,1
292,50,3,"Thank you for confirming my understanding I see, you may smoke because you feel stressed Do you have more positive things about smoking? Tell me if you can think of any", It also lets me feel less awkward in some situations,You felt less awkward when you smoked. ,You felt less awkward when you smoked. ,0.4,0.4
293,51,3,"I appreciate you confirming my understanding I see, you feel compelled to smoke What else do you find positive about smoking?", I feel that it sometimes breaks the ice for a conversation with another smoker,Smoking gives you an excuse not to talk to someone who doesn't like cigarettes,Smoking gives you an excuse not to talk to someone who doesn't like cigarettes,0.2,0.2
294,52,3,"Sorry, I didn't understand what you said. Can you write it in a different way Don't worry, I'll give you options if I can't get what you're saying", It helps to start a conversation,Smoking helps people talk to each other. ,smoking helps you connect with others,0.2,0.4
295,53,3,"I appreciate you confirming my understanding I see, you don't like the smell of cigarettes Do you have more negative things about smoking? Tell me if you can think of any", it is harming others by second hand smoke,Smoking harms people around you. ,Smoking harms people around you. ,0.4,0.4
296,54,3,Please continue, I get cranky when I can not smoke,I'm sure there are many more examples but these were just some of the ones that came up during our discussion.,I'm sure there are many more examples but these were just some of the ones that came up during our discussion.,0,0
297,55,3,Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette?, today I am broke and still had to buy them. I borrowed money,Your financial situation has changed since last year. ,Your financial situation has changed since last year. ,0,0
298,56,3,Please describe a time where you thought about the cost of smoking and it prevented it you from smoking a cigarette, I had to eat instead with my money so I went with out,You're concerned that smoking will affect your health in some way. ,You're concerned that smoking will affect your health in some way. ,0,0
299,57,3,Please describe a time where you were worried about the smell of cigarettes but ended up smoking, at a friends house my clothes were all stinky they said I was embarrassed,"Your clothing smelled bad, which made you feel uncomfortable. ","Your clothing smelled bad, which made you feel uncomfortable. ",1,1
300,58,3,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, the next time I went there to visit I refrained ,Your fear is preventing you from smoking. ,Your fear is preventing you from smoking. ,0,0
301,59,3,Please desccribe a situation where you thought about wanting to be a good role model but ended up smoking, When my kids were younger I should have quyit but did not,"You shouldn't want your children to look up to you, you are an adult now. ","You shouldn't want your children to look up to you, you are an adult now. ",0,0
302,60,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was able to do the right thing and not feel guilty,You are able to stop smoking because you know what is best for your health. ,you thought about your goals and stuck to them.,0.6,0.6
303,61,3,"I get it, you think Socializing is both good and bad Please describe a time where you were with other smokers and ended up smoking", When ever I am with other smokers it makes it feel ok to smoke,It's OK to smoke in groups. ,"you're less likely to be judged when others are smoking, too.",0.4,0.8
304,62,3,Please describe a time where you were with other smokers and you didn't smoked, I smelt the way my buddies smelt and I felt good not to be stinky,Smelling your friends' breath makes you want to smoke. ,Smelling your friends' breath makes you want to smoke. ,0,0
305,63,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was not so socialable with the smokers as much,Smoking has changed your life for the better. ,Smoking has changed your life for the better. ,0,0
306,64,3,Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking, I had a hard time running but still continued to smoke anyhow and missed my bus,Smoking made you more likely to miss your bus or run late for work. ,Smoking made you more likely to miss your bus or run late for work. ,0,0
307,65,3,Please describe a time where you contemplated the consequences of smoking on your health and then did not smoke that time, I went hiking and wanted to be able to climb the mountain with my kids and so I did not smoke,Your decision to stop smoking helped you enjoy life more. ,Your decision to stop smoking helped you enjoy life more. ,0.6,0.6
308,66,3,"I get it, you think Nicotine dependence is both good and bad Please describe a time where you had a compelling feeling to smoke and actually smoked", All the time everyday all day ,Your feelings were strong enough for you to do something about it. ,Your feelings were strong enough for you to do something about it. ,0.8,0.8
309,67,3,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, I was compelled to have a cigarrette before an interview but refrained,You felt like you could do without cigarettes. ,You felt like you could do without cigarettes. ,0.8,0.8
310,68,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I just thought of all the bad things that smoking does and it was enough for me to not smoke,You felt like you could stop at any moment. ,You felt like you could stop at any moment. ,0.8,0.8
311,69,3,Please describe a time where you experienced stress and ended up smoking, whenever I am stressed and pacing the floors I need a cigarrette and can not control my will power,Stress makes people crave nicotine. ,Stress makes people crave nicotine. ,0,0
312,70,3,Please describe a time where you experienced stress and didn’t end up smoking, I was in the waiting room of the emergency room and felt stressed but it was more important to stay with famioy,Stress is what causes people to want to smoke. ,Stress is what causes people to want to smoke. ,0,0
313,71,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was proud and not disappointed in myself. ,Feeling good about yourself makes you want to quit. ,Feeling good about yourself makes you want to quit. ,0.6,0.6
314,72,3,"Thank you for confirming my understanding Let me see if I understand, you don't like that smoking makes you smell badly I appreciate you making things simple for me, but please use more words in your sentences Can you think of more things that you dislike about smoking? If so, please tell me", I dislike the fact my children worry about me smoking,Your kids are worried because they know how bad it smells. ,Your kids are worried because they know how bad it smells. ,0,0
315,73,3,"I appreciate you confirming my knowledge Let me see if I get it, you think that cigarettes are expensive I would like to know more about your reasoning, is it possible to use more words in your sentences Do you have more negative things about smoking? Tell me if you can think of any", The cost of smoking is making life difficult financially,Your opinion on this matter is very interesting. ,Your opinion on this matter is very interesting. ,0,0
316,74,3,"Okay, so you associate Cost as something negative about smoking Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette", I was behind in paying a bill but spent the money on cigarettes anyway,You had an opportunity to pay off some debt or make up some extra cash. ,You had an opportunity to pay off some debt or make up some extra cash. ,0.8,0.8
317,75,3,"Let me see if I recall correctly, so you think of Poor role model as something bad about smoking Please describe a situation where you thought about wanting to be a good role model but ended up smoking", My children moaned at me as they thought I would get ill from smoking but I smoked anyway,Your desire to become a good role model has been affected by the costs associated with smoking. ,your urges really make it hard to be the role model you want to be,0,0.4
318,76,3,Please describe a situation where you thought about being a good role model and that cause you not to smoke, After my daughter complained about her clothes smelling of smoke,Your desire to be a good role model causes you to continue smoking despite having health concerns. ,"As much as you wanted to be a good role model, the craving was too great.",0.2,0.2
319,77,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I realised it was affecting my dughter,It wasn't until after she had been diagnosed with lung cancer that you stopped smoking. ,It wasn't until after she had been diagnosed with lung cancer that you stopped smoking. ,0,0
320,78,3,"Let me see if I recall correctly, so you think of Smell as something bad about smoking Please describe a time where you were worried about the smell of cigarettes but ended up smoking", I worry when working in a school that the teachers and pupils think I smell of smoke,You've been told by others that you smell of cigarette smoke. ,You've been told by others that you smell of cigarette smoke. ,0.4,0.4
321,79,3,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, When my daughter complained of her clothes smelling,You've stopped worrying about the smell of cigarette smoke. ,You've stopped worrying about the smell of cigarette smoke. ,0,0
322,80,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Because of the effect it was having on my daughter,You're worried how smoking affects your daughter. ,You're worried how smoking affects your daughter. ,1,1
323,81,3,"Okay, so you associate Health as something negative about smoking Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking", When I had a pain in my chest,You're concerned with the effects smoking has on your body. ,You're concerned with the effects smoking has on your body. ,1,1
324,82,3,Please describe a time where you experienced stress and didn't end up smoking," When I am working, my job is quite stressful at times",You're worrying that smoking will affect your work life. ,"you're able to refrain at work, no matter how stressed you are.",0.8,1
325,83,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was at work so unable to smoke,You don't want to be around people who are smokers. ,You don't want to be around people who are smokers. ,0,0
326,84,3,What is it about smoking that makes it good?, It relaxes me and gives me a sense of pleasure. ,Smoking helps you feel relaxed. ,Smoking helps you feel relaxed. ,0.4,0.4
327,85,3,Thank you for clearing that up Do you have more positive things about smoking? Tell me if you can think of any, It  something to look forward to doing.,Smoking helps you enjoy life. ,Smoking helps you enjoy life. ,0,0
328,86,3,Thank you for clearing that up What else do you find positive about smoking?, It helps me focus and concentrate.,Smoking helps you concentrate and concentrate. ,Smoking helps you concentrate and concentrate. ,0.4,0.4
329,87,3,"I'm sorry, I don't understand; I am in the process of learning the different kinds of answers. Can you write in a different way Don't worry, I'll give you options if I can't get what you're saying", It relaxes my mind and body.,Relaxing your mind and body. ,Relaxing your mind and body. ,0.2,0.2
330,88,3,Thank you for confirming my understanding I understand: smoking relieves you of stress Do you have more positive things about smoking? Tell me if you can think of any, Smoking gives me a pleasurable and happy feeling. ,Smoking makes you feel good. ,Smoking makes you feel good. ,0.4,0.4
331,89,3,"I see, you get pleasure from smoking What else do you find positive about smoking?", I can concentrate more if I am smoking,You are able to concentrate better when you smoke. ,You are able to concentrate better when you smoke. ,0.4,0.4
332,90,3,"I appreciate you confirming my knowledge I see, you feel compelled to smoke Do you have more positive things about smoking? Tell me if you can think of any", I like to smoke while I drink alcohol because it feel great,Drinking makes you feel good. ,Drinking makes you feel good. ,0.2,0.2
333,91,3,"Thank you for confirming my understanding OK, so smoking is pleasant and relaxing for you What else do you find positive about smoking?", I like to smoke if I am borred.,You enjoy smoking when you are bored or stressed out. ,You enjoy smoking when you are bored or stressed out. ,1,1
334,92,3,"I appreciate you confirming my understanding OK, so smoking is pleasant and relaxing for you Are there other things that are good about smoking? If so, please tell me", It  gives me a nice sensation.,Smoking makes you happy.,Smoking makes you happy.,0.8,0.8
335,93,3,"Sorry, I don't get what you're saying. Can you give more details I'm trying to learn what you say, I'll give you options if I can't figure it out", It  gives me a rush and makes me feel slightly high.,Smoking makes you feel good. ,Smoking makes you feel good. ,0.6,0.6
336,94,3,"Sorry, I didn't understand what you said. Can you write it in a different way I'm trying to learn what you say, I'll give you options if I can't figure it out", I like to socialise with other people who smoke.,Smoking makes you feel good. ,Smoking makes you feel good. ,0,0
337,95,3,"I appreciate you confirming my understanding OK, let me summarize what you said. You said ""I can concentrate more if I am smoking"", which I think is related to Nicotine dependence You also said ""I enjoy the kick"", ""Smoking gives me a pleasurable and happy feeling. "", ""I like to smoke while I drink alcohol because it feel great"", and ""I like to smoke if I am borred."", which I believe is essentially Feeling good You also said ""It  something to look forward to doing."", which I believe is essentially Routine You also said ""I like to socialise with other people who smoke."", which I believe is essentially Socializing You also said ""It relaxes me and gives me a sense of pleasure. "", ""It relaxes my mind and body."", and ""It  gives me a rush and makes me feel slightly high."", which I think is related to Stress OK. Let's now talk about the bad things about smoking What is it about smoking that makes it bad?", Im aware its very bad for your health.,Smoking causes lung cancer.,Smoking causes lung cancer.,0,0
338,96,3,"I appreciate you confirming my understanding I see, you are concerned about your health Do you have more negative things about smoking? Tell me if you can think of any", It can give you all sorts of diseases such as lung cancer.,Lung Cancer? That sounds terrible! How do you know this?,Lung Cancer? That sounds terrible! How do you know this?,0,0
339,97,3,"I appreciate you confirming my understanding I see, you are concerned about your health Do you have more negative things about smoking? Tell me if you can think of any", It makes your clothes and hair smell.,Your clothing smells bad. ,Your clothing smells bad. ,0.2,0.2
340,98,3,"Thank you for confirming my understanding OK, so you smoke when people around you are smoking Do you have more negative things about smoking? Tell me if you can think of any", It can make you a social outcast.,You dislike being socially excluded from others. ,You dislike being socially excluded from others. ,1,1
341,99,3,"Thank you for confirming my understanding I see, you think that cigarettes are expensive Are there other things that are bad about smoking? If so, please tell me", It gives off a bad example to my children,Your kids will be less likely to start smoking because they won't want their friends to do it.,Your kids will be less likely to start smoking because they won't want their friends to do it.,0,0
342,100,3,"I see, you want to be a good role model for the people close to you What else do you find negative about smoking?", Nicotine stains on furniture and walls are not nice,Your friends will notice this.,Your friends will notice this.,1,1
343,101,3,So you think Nicotine dependence is good and bad at the same time Please describe a time where you had a compelling feeling to smoke and actually smoked, When I wake up in the morning.,You're concerned with what others will say or think about you Smoking makes it harder to concentrate on work or school,You're concerned with what others will say or think about you Smoking makes it harder to concentrate on work or school,0,0
344,102,3,Please describe a time where you had a compelling feeling to smoke but didn't end up smoking, When I had got off an airplane after a long journey.,You don't have any desire to quit smoking. ,You don't have any desire to quit smoking. ,0,0
345,103,3,Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette?, Every time I buy a pack of ciggs I think about the cost the craving  makes me continue to smoke.,You bought cigarettes because they were cheap. ,You bought cigarettes because they were cheap. ,0,0
346,104,3,Please describe a time where you thought about the cost of smoking and it prevented it you from smoking a cigarette, When I was saving up to go abroad it was a real intensive not to smoke. ,You were trying to save money for travel. ,You were trying to save money for travel. ,0.4,0.4
347,105,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had more will power and also I was using nicotine replacement therapy as in chewing gum,"Nicotine is addictive, so if you can stop taking it then you'll be better off.","Nicotine is addictive, so if you can stop taking it then you'll be better off.",0,0
348,106,3,Please describe a time where you smoked because you needed to feel good, I lost internet connection this evening for ten minutes so I smoked to cheer myself up.,The loss of your Internet Connection caused you to need something else to make you happy. ,you smoked when you felt disappointed.,0.2,0.4
349,107,3,Please describe a time where you wanted to feel good and didn't get that through smoking, Most of the time to be honest!,You felt bad but you still smoked. ,your smoking is routine and not dependant on your mood,0,0.4
350,108,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, Will power and nicotine  replacement chewing gum.,"You used your willpower to stop smoking, but you still felt bad about it afterwards. ","You used your willpower to stop smoking, but you still felt bad about it afterwards. ",0.2,0
351,109,3,Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking, When my  ex colleague  was diagnosed with  stage three lung cancer.,Being aware of the risks associated with smoking can help people stop smoking.,Being aware of the risks associated with smoking can help people stop smoking.,0,0
352,110,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I was feelimg good about myself and I had more determination.,"Being in control of your life is important, but being healthy also helps.","Being in control of your life is important, but being healthy also helps.",0,0
353,111,3,Please desccribe a situation where you thought about wanting to be a good role model but ended up smoking, Nearly everyday when I'm around my children,Being asked by others is difficult. But being asked by them in return makes it easier.,Being asked by others is difficult. But being asked by them in return makes it easier.,0,0
354,112,3,Please desccribe a situation where you thought about being a good role model and that cause you not to smoke, At a childrens birthday party I was detemined not to be seen as a smoker,The people who are most likely to see you as a role model will also be those least likely to smoke. ,The people who are most likely to see you as a role model will also be those least likely to smoke. ,0,0
355,113,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I felt like I didnt need to smoke brcause the nicotine gum was working,"Smoking is addictive, so if you are addicted then you will continue to smoke even though there is no reason to do so. ","Smoking is addictive, so if you are addicted then you will continue to smoke even though there is no reason to do so. ",0,0
356,114,3,Please describe a time where you smoked routinely without thinking about it, When I've got a lot on my mind I feel as if it gives me the go ahead to smoke. I don't even know how many I smoke during these periods.,"Smoking is something you do because of your thoughts, not because of what's in front of you. ",smoking when your mind is busy is just how things work for you.,0.2,0.4
357,115,3,Please describe a time where you missed your routine smoke, When I have none left at night time and the shop is shut. I feel as if I wont be able to cope. I certainly don't sleep well.,Your lack of sleep makes you miss your regularly smoke. ,"although you didn't sleep well, you got through the night without a smoke",0,0.6
358,116,3,Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?, I had more of a positive and determined attitude. ,You are motivated by something else than just wanting to quit. ,you knew you could do it if you put your mind to it.,0.2,0.6
359,117,3,Please describe a time where you were worried about the smell of cigarettes but ended up smoking, When I was having visitors around for dinner. ,Smelling the cigarette gave you an opportunity to start smoking. ,Smelling the cigarette gave you an opportunity to start smoking. ,0.2,0.2
360,118,3,Please describe a time where you were worried about the smell of cigarettes and you didn't smoke, When my children's friends come over to our home.,Your concern about the smell of smoking helps you avoid smoking. ,Your concern about the smell of smoking helps you avoid smoking. ,0.2,0
