	chat_id	prompt	response	message_id	reflection
96	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	I appreciate you confirming my understanding I see, you are concerned about your health Do you have more negative things about smoking? Tell me if you can think of any	 It can give you all sorts of diseases such as lung cancer.	aec4b5ea-e3e3-4b47-bdb3-d279ffa0b8d2	You're worried about the health effects of smoking.
97	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	I appreciate you confirming my understanding I see, you are concerned about your health Do you have more negative things about smoking? Tell me if you can think of any	 It makes your clothes and hair smell.	7b12ac52-477c-4cb4-b898-74de216ca113	You don't like how smoking makes you smell.
98	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Thank you for confirming my understanding OK, so you smoke when people around you are smoking Do you have more negative things about smoking? Tell me if you can think of any	 It can make you a social outcast.	9b5e7f04-aecb-4f91-bcd0-f53fa52c2fb8	You're worried about how smoking affects you socially.
99	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Thank you for confirming my understanding I see, you think that cigarettes are expensive Are there other things that are bad about smoking? If so, please tell me	 It gives off a bad example to my children	5295b289-0f56-4acf-81e7-99e339b8b8b4	You're worried about being a good role model to your children.
100	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	I see, you want to be a good role model for the people close to you What else do you find negative about smoking?	 Nicotine stains on furniture and walls are not nice	5c92e309-26a7-4560-9a31-92b08355d5bc	You're worried about how smoking affects your surroundings.
101	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	So you think Nicotine dependence is good and bad at the same time Please describe a time where you had a compelling feeling to smoke and actually smoked	 When I wake up in the morning.	9cb982d1-905a-458f-a24d-d3ae0a94f5bd	You smoke at the start of your day.
102	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you had a compelling feeling to smoke but didn't end up smoking	 When I had got off an airplane after a long journey.	4223a498-2318-4f5f-99d1-f510a68afa53	You wanted to smoke after a long journey.
103	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you thought about the cost of smoking but continued to smoke a cigarette?	 Every time I buy a pack of ciggs I think about the cost the craving  makes me continue to smoke.	5c06b24e-5d32-49e5-b03e-43f48a564a7b	You're worried about the cost of smoking.
104	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you thought about the cost of smoking and it prevented it you from smoking a cigarette	 When I was saving up to go abroad it was a real intensive not to smoke. 	33770a7b-4f6e-4063-ab87-a1be16d54a43	Having a goal helped you to smoke less.
105	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I had more will power and also I was using nicotine replacement therapy as in chewing gum	f6f054db-da12-4886-a0bd-f55ad93f0aa2	Your willpower and the nicotine replacement helped you to not smoke.
106	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you smoked because you needed to feel good	 I lost internet connection this evening for ten minutes so I smoked to cheer myself up.	d665a079-04f4-4015-9741-16a864532a6f	Smoking made you feel good.
107	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you wanted to feel good and didn't get that through smoking	 Most of the time to be honest!	5975ad75-7cba-4032-a64a-26614feb113f	Smoking doesn't always make you feel good.
108	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 Will power and nicotine  replacement chewing gum.	2e6d3e7a-e937-4911-9a12-b1001854c9c3	Having a replacement and willpower helped you to not smoke.
109	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you contemplated the consequences of smoking on your health and ended up smoking	 When my  ex colleague  was diagnosed with  stage three lung cancer.	aeed8f3a-4083-4706-98da-7e4a75d98699	You were worried about the health effects of smoking.
110	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I was feelimg good about myself and I had more determination.	7684dde4-7d90-44f1-86d8-74923d9a9723	Feeling good and having determination helped you to not smoke.
111	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please desccribe a situation where you thought about wanting to be a good role model but ended up smoking	 Nearly everyday when I'm around my children	6167ff3a-7fd5-462e-ad16-a1d6208676d6	Being a good role model makes you want to not smoke.
112	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please desccribe a situation where you thought about being a good role model and that cause you not to smoke	 At a childrens birthday party I was detemined not to be seen as a smoker	65be9d9f-f85c-4b34-8760-546051d568bd	You don't like being seen as a smoker.
113	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I felt like I didnt need to smoke brcause the nicotine gum was working	b24eb9df-38bf-4ac0-a099-b074583e97b2	The nicotine gum helped you not smoke.
114	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you smoked routinely without thinking about it	 When I've got a lot on my mind I feel as if it gives me the go ahead to smoke. I don't even know how many I smoke during these periods.	56442d1e-b9b1-4e49-a578-7e7f41d7a697	Smoking helps you think.
115	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you missed your routinely smoke	 When I have none left at night time and the shop is shut. I feel as if I wont be able to cope. I certainly don't sleep well.	af51a597-bcb2-4a24-bb73-cd2874278e9a	Not smoking makes you agitated.
116	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I had more of a positive and determined attitude. 	2aec4dd7-5a3f-47bc-a60a-4a241a23254a	Feeling positive and determined helped you to not smoke.
117	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you were worried about the smell of cigarettes but ended up smoking	 When I was having visitors around for dinner. 	5721e840-cd5e-473e-b9d3-87a626d7862e	You're worried about how the smell of smoking affects others.
118	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you were worried about the smell of cigarettes and you didn't smoke	 When my children's friends come over to our home.	ddf4dccc-fac7-4f23-a20b-6b1d387b216c	You're worried about how the smell of cigarettes affect others.
119	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	So you think Socializing is good and bad at the same time Please describe a time where you were with other smokers and ended up smoking	 When somebody offered me a cigarette I felt obliged to smoke it even though I didn't want one	4d2d2eca-82e8-49c5-9fc0-e7b57f97c364	You want to smoke if someone offers you one.
120	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you were with other smokers and you didn't smoked	 When I was trying to cut down on the amount I smoked I reffused to smoke just because they were.	5d2123ee-3e73-4688-966e-19ada07e40a9	You did not smoke even around other smokers.
121	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Think back to the time when you were able to prevent yourself from smoking. What made it different from when you did smoke?	 I was determined and more motivated to succed.	6add72aa-ea67-42e8-9778-e97e55f9df80	You were motivated to not smoke.
122	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please express a time where you experienced social stigma but still ended up smoking	 When I was the only smoker amongst a group of friends on a night out. I smoked before we went into the theatre and they stood with me.	7da52895-d007-4365-81fc-1aec7cee2e5c	You are worried about what your friends think of your smoking.
123	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please express a time where you experienced social stigma and didn't smoke	 Standing outside a church after a wedding. I couldn't see any other smokers and felt too embarrassed to smoke because of this.	71497139-2ca9-4763-86dc-6bc80847eed9	Being around non-smokers made you not smoke.
124	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you experienced stress and ended up smoking	 When I couldn't  find the tv remote anywhere. It stressed me out so I smoked instead.	5ae5a2bc-dac9-4e8c-921c-a1920aa5b764	Smoking helped you relieve stress.
125	prolific:t:2:b35f6823-5f5b-4230-95a4-1dc1d81cbe52	Please describe a time where you experienced stress and didn’t end up smoking	 After over spending in the supermarket, I didn't smoke because I thought It would be counter productive	4efca345-3315-4d90-8ab5-698b4aa7b60e	You're worried that smoking will cause stress.
126	prolific:t:6:0f5521e8-5151-4830-953c-0919f0749b22	I appreciate you confirming my understanding I understand, you like the flavour of cigarettes I would like to know more about your reasoning, is it possible to use more words in your sentences Are there other things that are good about smoking? If so, please tell me	 It helps me feel less stressed.	e1a004a3-72c1-4fd1-96c1-cc7b6d7d0a4b	Smoking relieves your stress.
